Emp_no,Employee_Number,Attrition,Business_Travel,Age,CF_age_band,CF_attrition_label,Department,Education_Field,Gender,Job_Role,Marital_Status,Over_Time,Over18,Training_Times_Last_Year,CF_current_Employee,Distance_From_Home,Education_level,Environment_Satisfaction,Daily_Rate,Hourly_Rate,Job_Involvement,Job_Level,Job_Satisfaction,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Standard_Hours2,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
STAFF-1233,1233,No,Rarely,60,Over 55,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,Yes,Y,3,1,7,Master's Degree,2,696,52,4,2,4,5220,10893,0,18,3,2,75,35,1,12,3,11,7,1,9
STAFF-1234,1234,No,Frequently,32,25 - 34,Current Employees,R&D,Other,Female,Laboratory Technician,Married,No,Y,2,1,13,Bachelor's Degree,3,116,77,2,1,2,2743,7331,1,20,4,3,70,50,1,2,3,2,2,2,2
STAFF-1235,1235,No,Frequently,32,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,Yes,Y,2,1,2,Associates Degree,4,1316,38,3,2,3,4998,2338,4,14,3,4,65,73,0,10,3,8,7,0,7
STAFF-1237,1237,No,Rarely,36,35 - 44,Current Employees,R&D,Technical Degree,Female,Manufacturing Director,Divorced,Yes,Y,2,1,1,Bachelor's Degree,3,363,77,1,3,1,10252,4235,2,21,4,3,55,64,1,17,3,7,7,7,7
STAFF-1238,1238,No,Rarely,33,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,Y,5,1,9,Bachelor's Degree,1,117,60,3,1,4,2781,6311,0,13,3,2,80,60,1,15,3,14,10,4,10
STAFF-1239,1239,No,Rarely,40,35 - 44,Current Employees,Sales,Technical Degree,Female,Sales Executive,Divorced,No,Y,2,1,10,Bachelor's Degree,2,107,84,2,2,2,6852,11591,7,12,3,2,75,34,1,7,4,5,1,1,3
STAFF-1240,1240,No,Rarely,25,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Single,No,Y,4,1,10,Master's Degree,3,1356,57,3,2,4,4950,20623,0,14,3,2,70,30,0,5,3,4,3,1,1
STAFF-1241,1241,No,Rarely,30,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Married,Yes,Y,2,1,1,Bachelor's Degree,4,1465,63,3,1,2,3579,9369,0,21,4,1,60,42,1,12,3,11,9,5,7
STAFF-1242,1242,No,Frequently,42,35 - 44,Current Employees,R&D,Medical,Female,Research Director,Married,Yes,Y,6,1,26,Doctoral Degree,1,458,60,3,3,1,13191,23281,3,17,3,3,50,70,0,20,3,1,0,0,0
STAFF-1243,1243,No,No,35,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Married,Yes,Y,6,1,8,Associates Degree,3,1212,78,2,3,4,10377,13755,4,11,3,2,60,81,1,16,2,13,2,4,12
STAFF-1244,1244,No,Rarely,27,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,Yes,Y,3,1,14,Bachelor's Degree,1,1103,42,3,1,1,2235,14377,1,14,3,4,55,87,2,9,2,9,7,6,8
STAFF-1245,1245,No,Frequently,54,45 - 54,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Divorced,No,Y,2,1,1,Master's Degree,4,966,53,3,3,3,10502,9659,7,17,3,1,75,77,1,33,1,5,4,1,4
STAFF-1246,1246,No,Rarely,44,35 - 44,Current Employees,R&D,Life Sciences,Female,Research Scientist,Married,No,Y,5,1,2,High School,1,1117,72,4,1,4,2011,19982,1,13,3,4,70,44,1,10,3,10,5,7,7
STAFF-1248,1248,Yes,No,19,Under 25,Ex-Employees,R&D,Medical,Female,Research Scientist,Single,Yes,Y,2,0,10,Bachelor's Degree,1,504,96,2,1,2,1859,6148,1,25,4,2,85,69,0,1,4,1,1,0,0
STAFF-1249,1249,No,Rarely,29,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Divorced,No,Y,5,1,1,Bachelor's Degree,1,1010,97,3,1,4,3760,5598,1,15,3,1,75,67,3,3,3,3,2,1,2
STAFF-1250,1250,No,Rarely,54,45 - 54,Current Employees,R&D,Life Sciences,Male,Research Director,Married,No,Y,2,1,3,Bachelor's Degree,4,685,85,3,4,4,17779,23474,3,14,3,1,80,37,0,36,3,10,9,0,9
STAFF-1251,1251,No,Rarely,31,25 - 34,Current Employees,R&D,Medical,Male,Healthcare Representative,Married,Yes,Y,2,1,11,Associates Degree,3,1332,80,3,2,1,6833,17089,1,12,3,4,65,70,0,6,2,6,5,0,1
STAFF-1252,1252,No,Rarely,31,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Single,No,Y,2,1,24,Bachelor's Degree,3,1062,96,2,2,1,6812,17198,1,19,3,2,55,81,0,10,3,10,9,1,8
STAFF-1254,1254,No,Rarely,59,Over 55,Current Employees,Sales,Life Sciences,Female,Sales Executive,Single,No,Y,2,1,3,Bachelor's Degree,3,326,48,2,2,4,5171,16490,5,17,3,4,75,67,0,13,3,6,1,0,5
STAFF-1255,1255,No,Rarely,43,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Director,Married,No,Y,2,1,3,Bachelor's Degree,3,920,96,1,5,4,19740,18625,3,14,3,2,60,59,1,25,3,8,7,0,7
STAFF-1256,1256,No,Rarely,49,45 - 54,Current Employees,R&D,Medical,Male,Manager,Married,No,Y,2,1,4,Associates Degree,1,1098,85,2,5,3,18711,12124,2,13,3,3,70,52,1,23,4,1,0,0,0
STAFF-1257,1257,No,Frequently,36,35 - 44,Current Employees,R&D,Technical Degree,Male,Research Scientist,Married,No,Y,2,1,3,Bachelor's Degree,3,469,46,3,1,2,3692,9256,1,12,3,3,65,62,0,12,2,11,10,0,7
STAFF-1258,1258,No,Rarely,48,45 - 54,Current Employees,R&D,Technical Degree,Male,Laboratory Technician,Single,No,Y,4,1,2,Associates Degree,4,969,76,4,1,2,2559,16620,5,11,3,3,70,34,0,7,2,1,0,0,0
STAFF-1259,1259,No,Rarely,27,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,No,Y,2,1,4,Associates Degree,1,1167,76,3,1,3,2517,3208,1,11,3,2,75,86,3,5,3,5,3,0,3
STAFF-1260,1260,No,Rarely,29,25 - 34,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Divorced,Yes,Y,2,1,7,Bachelor's Degree,3,1329,82,3,2,4,6623,4204,1,11,3,2,60,82,2,6,3,6,0,1,0
STAFF-1263,1263,No,Rarely,48,45 - 54,Current Employees,R&D,Life Sciences,Male,Research Director,Single,No,Y,3,1,1,Bachelor's Degree,4,715,76,2,5,4,18265,8733,6,12,3,3,60,86,0,25,4,1,0,0,0
STAFF-1264,1264,No,Rarely,29,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Director,Divorced,No,Y,2,1,1,Bachelor's Degree,4,694,87,2,4,4,16124,3423,3,14,3,2,55,69,2,9,2,7,7,1,7
STAFF-1265,1265,No,Rarely,34,25 - 34,Current Employees,R&D,Technical Degree,Female,Research Scientist,Married,No,Y,5,1,20,Bachelor's Degree,3,1320,89,4,1,3,2585,21643,0,17,3,4,75,79,0,2,2,1,0,0,0
STAFF-1267,1267,No,Rarely,44,35 - 44,Current Employees,Sales,Marketing,Male,Manager,Married,No,Y,5,1,5,Bachelor's Degree,2,1099,88,3,5,2,18213,8751,7,11,3,3,80,86,1,26,3,22,9,3,10
STAFF-1268,1268,No,Rarely,33,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,Yes,Y,3,1,10,Doctoral Degree,4,536,82,4,3,3,8380,21708,0,14,3,4,55,51,2,10,3,9,8,0,8
STAFF-1269,1269,No,Rarely,19,Under 25,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,Yes,Y,2,1,25,Bachelor's Degree,2,265,57,4,1,4,2994,21221,1,12,3,4,65,83,0,1,3,1,0,0,1
STAFF-1270,1270,No,Rarely,23,Under 25,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,Y,2,1,1,Associates Degree,4,373,47,3,1,3,1223,16901,1,22,4,4,65,70,1,1,3,1,0,0,1
STAFF-1273,1273,Yes,Frequently,25,25 - 34,Ex-Employees,Sales,Life Sciences,Male,Sales Representative,Single,Yes,Y,4,0,24,High School,3,599,73,1,1,4,1118,8040,1,14,3,4,80,36,0,1,3,1,0,1,0
STAFF-1275,1275,No,Rarely,26,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,Yes,Y,2,1,4,Associates Degree,3,583,53,3,1,4,2875,9973,1,20,4,2,60,57,0,8,2,8,5,2,2
STAFF-1277,1277,Yes,Rarely,45,45 - 54,Ex-Employees,Sales,Marketing,Female,Manager,Single,Yes,Y,2,0,2,Bachelor's Degree,1,1449,94,1,5,2,18824,2493,2,16,3,1,65,84,0,26,3,24,10,1,11
STAFF-1278,1278,No,No,55,Over 55,Current Employees,R&D,Medical,Male,Healthcare Representative,Divorced,Yes,Y,3,1,8,High School,4,177,37,2,4,2,13577,25592,1,15,3,4,50,39,1,34,3,33,9,15,0
STAFF-1279,1279,Yes,Frequently,21,Under 25,Ex-Employees,R&D,Life Sciences,Female,Laboratory Technician,Single,No,Y,2,0,10,Associates Degree,1,251,45,2,1,3,2625,25308,1,20,4,3,60,67,0,2,1,2,2,2,2
STAFF-1280,1280,No,Rarely,46,45 - 54,Current Employees,Sales,Marketing,Female,Manager,Married,No,Y,2,1,4,Associates Degree,4,168,33,2,5,2,18789,9946,2,14,3,3,65,72,1,26,3,11,4,0,8
STAFF-1281,1281,No,Rarely,34,25 - 34,Current Employees,Sales,Marketing,Female,Sales Executive,Single,Yes,Y,3,1,2,Bachelor's Degree,3,131,86,3,2,1,4538,6039,0,12,3,4,60,86,0,4,3,3,2,0,2
STAFF-1282,1282,No,Frequently,51,45 - 54,Current Employees,Sales,Life Sciences,Male,Manager,Divorced,Yes,Y,5,1,9,Bachelor's Degree,4,237,83,3,5,2,19847,19196,4,24,4,1,55,47,1,31,2,29,10,11,10
STAFF-1283,1283,No,Rarely,59,Over 55,Current Employees,R&D,Medical,Male,Manufacturing Director,Single,No,Y,6,1,18,Master's Degree,4,1429,67,3,3,4,10512,20002,6,12,3,4,80,83,0,25,2,9,7,5,4
STAFF-1285,1285,No,Frequently,34,25 - 34,Current Employees,R&D,Medical,Female,Laboratory Technician,Divorced,No,Y,2,1,19,Bachelor's Degree,3,135,46,3,2,2,4444,22534,4,13,3,3,75,34,2,15,4,11,8,5,10
STAFF-1286,1286,No,Frequently,28,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,Yes,Y,2,1,1,Master's Degree,4,791,44,3,1,3,2154,6842,0,11,3,3,80,46,0,5,2,4,2,0,2
STAFF-1288,1288,No,Rarely,44,35 - 44,Current Employees,R&D,Life Sciences,Male,Manager,Divorced,No,Y,4,1,4,Associates Degree,3,1199,92,4,5,1,19190,17477,1,14,3,4,50,87,2,26,2,25,9,14,13
STAFF-1289,1289,No,Frequently,34,25 - 34,Current Employees,HR,Life Sciences,Male,Human Resources,Married,No,Y,5,1,11,Bachelor's Degree,3,648,56,2,2,2,4490,21833,4,11,3,4,55,45,2,14,4,10,9,1,8
STAFF-1291,1291,No,Rarely,35,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,Yes,Y,3,1,6,High School,3,735,66,3,1,3,3506,6020,0,14,3,4,55,66,0,4,3,3,2,2,2
STAFF-1292,1292,No,Rarely,42,35 - 44,Current Employees,R&D,Medical,Female,Research Scientist,Married,Yes,Y,2,1,7,Master's Degree,2,603,78,4,2,2,2372,5628,6,16,3,4,70,47,0,18,3,1,0,0,0
STAFF-1293,1293,No,Rarely,43,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Single,No,Y,3,1,4,Master's Degree,4,531,56,2,3,4,10231,20364,3,14,3,4,55,87,0,23,4,21,7,15,17
STAFF-1294,1294,No,Rarely,36,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,Y,2,1,2,Master's Degree,3,429,53,3,2,2,5410,2323,9,11,3,4,60,48,0,18,3,16,14,5,12
STAFF-1295,1295,Yes,Rarely,44,35 - 44,Ex-Employees,R&D,Medical,Female,Healthcare Representative,Married,No,Y,2,0,15,Bachelor's Degree,1,621,73,3,3,4,7978,14075,1,11,3,4,60,77,1,10,3,10,7,0,5
STAFF-1296,1296,No,Frequently,28,25 - 34,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,Y,2,1,2,Bachelor's Degree,4,193,52,2,1,4,3867,14222,1,12,3,2,65,73,1,2,3,2,2,2,2
STAFF-1297,1297,No,Frequently,51,45 - 54,Current Employees,R&D,Medical,Female,Laboratory Technician,Single,No,Y,6,1,6,Associates Degree,2,968,40,2,1,3,2838,4257,0,14,3,2,85,48,0,8,2,7,0,7,7
STAFF-1298,1298,No,No,30,25 - 34,Current Employees,R&D,Medical,Female,Manufacturing Director,Single,Yes,Y,3,1,9,Associates Degree,3,879,72,3,2,3,4695,12858,7,18,3,3,60,38,0,10,3,8,4,1,7
STAFF-1299,1299,Yes,Rarely,29,25 - 34,Ex-Employees,R&D,Technical Degree,Female,Laboratory Technician,Divorced,Yes,Y,2,0,7,Bachelor's Degree,2,806,39,3,1,3,3339,17285,3,13,3,1,75,44,2,10,3,7,7,7,7
STAFF-1301,1301,No,Rarely,28,25 - 34,Current Employees,R&D,Technical Degree,Male,Research Scientist,Single,No,Y,2,1,1,Bachelor's Degree,4,640,84,3,1,1,2080,4732,2,11,3,2,70,43,0,5,2,3,2,1,2
STAFF-1303,1303,No,Rarely,25,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Single,No,Y,3,1,1,Bachelor's Degree,4,266,40,3,1,2,2096,18830,1,18,3,4,65,90,0,2,2,2,2,2,1
STAFF-1304,1304,No,Rarely,32,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Married,No,Y,4,1,8,Bachelor's Degree,3,604,56,4,2,4,6209,11693,1,15,3,3,75,80,2,10,4,10,7,0,8
STAFF-1306,1306,No,Frequently,45,45 - 54,Current Employees,R&D,Medical,Female,Manager,Single,No,Y,4,1,25,Bachelor's Degree,2,364,83,3,5,2,18061,13035,3,22,4,3,80,66,0,22,3,0,0,0,0
STAFF-1307,1307,No,Rarely,39,35 - 44,Current Employees,R&D,Medical,Female,Manager,Divorced,Yes,Y,4,1,13,Master's Degree,3,412,94,2,4,2,17123,17334,6,13,3,4,65,30,2,21,3,19,9,15,2
STAFF-1308,1308,No,Rarely,58,Over 55,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,No,Y,3,1,23,Master's Degree,1,848,88,3,1,3,2372,26076,1,12,3,4,60,58,2,2,3,2,2,2,2
STAFF-1309,1309,Yes,Rarely,32,25 - 34,Ex-Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,Y,3,0,7,Associates Degree,4,1089,79,3,2,3,4883,22845,1,18,3,1,70,50,1,10,3,10,4,1,1
STAFF-1310,1310,Yes,Rarely,39,35 - 44,Ex-Employees,R&D,Medical,Male,Research Scientist,Single,No,Y,2,0,23,Bachelor's Degree,3,360,93,3,1,1,3904,22154,0,13,3,1,75,52,0,6,3,5,2,0,3
STAFF-1311,1311,No,Rarely,30,25 - 34,Current Employees,R&D,Technical Degree,Female,Laboratory Technician,Married,No,Y,6,1,6,Bachelor's Degree,1,1138,48,2,2,4,4627,23631,0,12,3,1,60,51,1,10,3,9,2,6,7
STAFF-1312,1312,No,Rarely,36,35 - 44,Current Employees,R&D,Technical Degree,Female,Healthcare Representative,Married,No,Y,0,1,10,Master's Degree,4,325,63,3,3,3,7094,5747,3,12,3,1,80,71,0,10,3,7,7,1,7
STAFF-1314,1314,No,Rarely,46,45 - 54,Current Employees,HR,Life Sciences,Female,Human Resources,Single,No,Y,3,1,1,Associates Degree,4,991,44,3,1,1,3423,22957,6,12,3,3,70,52,0,10,4,7,6,5,7
STAFF-1315,1315,No,No,28,25 - 34,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Married,No,Y,6,1,1,Bachelor's Degree,3,1476,55,1,2,4,6674,16392,0,11,3,1,80,59,3,10,3,9,8,7,5
STAFF-1317,1317,No,Rarely,50,45 - 54,Current Employees,R&D,Life Sciences,Female,Research Director,Married,Yes,Y,2,1,28,Bachelor's Degree,4,1322,43,3,4,1,16880,22422,4,11,3,2,85,61,0,25,3,3,2,1,2
STAFF-1318,1318,Yes,Rarely,40,35 - 44,Ex-Employees,Sales,Marketing,Male,Sales Executive,Single,Yes,Y,2,0,25,Master's Degree,4,299,57,2,3,2,9094,17235,2,12,3,3,55,30,0,9,3,5,4,1,0
STAFF-1319,1319,Yes,Rarely,52,45 - 54,Ex-Employees,Sales,Life Sciences,Male,Sales Executive,Single,Yes,Y,2,0,5,Bachelor's Degree,2,1030,64,3,3,2,8446,21534,9,19,3,3,55,77,0,10,2,8,7,7,7
STAFF-1321,1321,No,Rarely,30,25 - 34,Current Employees,R&D,Medical,Female,Manager,Married,Yes,Y,2,1,17,Master's Degree,2,634,95,3,3,1,11916,25927,1,23,4,4,75,66,2,9,3,9,1,0,8
STAFF-1322,1322,No,Rarely,39,35 - 44,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Single,No,Y,6,1,18,Associates Degree,1,524,32,3,2,3,4534,13352,0,11,3,1,65,44,0,9,3,8,7,1,7
STAFF-1324,1324,No,No,31,25 - 34,Current Employees,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,Y,5,1,2,Master's Degree,4,587,57,3,3,3,9852,8935,1,19,3,1,85,89,1,10,2,10,8,9,6
STAFF-1329,1329,No,No,41,35 - 44,Current Employees,Sales,Medical,Male,Sales Executive,Single,No,Y,4,1,10,Associates Degree,3,256,40,1,2,2,6151,22074,1,13,3,1,55,69,0,19,3,19,2,11,9
STAFF-1331,1331,Yes,Frequently,31,25 - 34,Ex-Employees,Sales,Life Sciences,Female,Sales Representative,Single,Yes,Y,2,0,1,Bachelor's Degree,4,1060,54,3,1,2,2302,8319,1,11,3,1,55,58,0,3,4,3,2,2,2
STAFF-1333,1333,Yes,Rarely,44,35 - 44,Ex-Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,Y,4,0,3,Bachelor's Degree,1,935,89,3,1,1,2362,14669,4,12,3,3,80,84,0,10,4,3,2,1,2
STAFF-1334,1334,No,No,42,35 - 44,Current Employees,R&D,Life Sciences,Male,Manager,Married,Yes,Y,3,1,2,High School,3,495,37,3,4,3,17861,26582,0,13,3,4,65,70,0,21,2,20,8,2,10
STAFF-1336,1336,No,Rarely,55,Over 55,Current Employees,R&D,Medical,Female,Manager,Married,No,Y,5,1,2,Associates Degree,4,282,58,1,5,3,19187,6992,4,14,3,4,75,54,1,23,3,19,9,9,11
STAFF-1338,1338,No,Rarely,56,Over 55,Current Employees,HR,Life Sciences,Male,Manager,Single,No,Y,4,1,8,Master's Degree,4,206,99,3,5,2,19717,4022,6,14,3,1,65,31,0,36,3,7,3,7,7
STAFF-1340,1340,No,No,40,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,No,Y,0,1,16,Associates Degree,3,458,74,3,1,3,3544,8532,9,16,3,2,85,36,1,6,3,4,2,0,0
STAFF-1344,1344,No,Rarely,34,25 - 34,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,Y,0,1,9,Bachelor's Degree,4,943,86,3,3,4,8500,5494,0,11,3,4,85,54,1,10,2,9,7,1,6
STAFF-1346,1346,No,Rarely,40,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,Y,4,1,2,Bachelor's Degree,3,523,98,3,2,4,4661,22455,1,13,3,3,80,78,0,9,3,9,8,8,8
STAFF-1349,1349,No,Frequently,41,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Divorced,No,Y,2,1,1,Bachelor's Degree,3,1018,66,3,2,1,4103,4297,0,17,3,4,80,45,1,10,3,9,3,1,7
STAFF-1350,1350,No,Frequently,35,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,Yes,Y,3,1,4,Master's Degree,3,482,87,3,2,3,4249,2690,1,11,3,2,65,30,0,9,3,9,6,1,1
STAFF-1352,1352,No,Rarely,51,45 - 54,Current Employees,HR,Life Sciences,Male,Manager,Divorced,Yes,Y,2,1,5,Bachelor's Degree,3,770,84,3,4,2,14026,17588,1,11,3,2,85,60,1,33,3,33,9,0,10
STAFF-1355,1355,No,Rarely,38,35 - 44,Current Employees,Sales,Life Sciences,Female,Sales Executive,Divorced,No,Y,3,1,2,Associates Degree,2,1009,31,3,2,1,6893,19461,3,15,3,4,70,90,1,11,3,7,7,1,7
STAFF-1356,1356,No,Rarely,34,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Single,No,Y,6,1,15,Associates Degree,3,507,66,3,2,1,6125,23553,1,12,3,4,70,76,0,10,4,10,8,9,6
STAFF-1358,1358,No,Rarely,25,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,Y,6,1,19,High School,4,882,67,3,1,4,3669,9075,3,11,3,3,60,66,3,7,2,3,2,1,2
STAFF-1360,1360,Yes,Rarely,58,Over 55,Ex-Employees,R&D,Medical,Female,Manufacturing Director,Married,Yes,Y,0,0,7,Master's Degree,3,601,53,2,3,1,10008,12023,7,14,3,4,85,35,0,31,2,10,9,5,9
STAFF-1361,1361,No,Rarely,40,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,Y,3,1,1,Master's Degree,2,329,88,3,1,2,2387,6762,3,22,4,3,70,60,1,7,3,4,2,0,3
STAFF-1362,1362,No,Frequently,36,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Married,No,Y,2,1,7,Bachelor's Degree,1,607,83,4,2,1,4639,2261,2,16,3,4,70,71,1,17,2,15,7,6,13
STAFF-1363,1363,No,Rarely,48,45 - 54,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Single,No,Y,2,1,4,Bachelor's Degree,4,855,54,3,3,4,7898,18706,1,11,3,3,65,35,0,11,3,10,9,0,8
STAFF-1364,1364,No,Rarely,27,25 - 34,Current Employees,Sales,Medical,Female,Sales Representative,Married,No,Y,4,1,11,Bachelor's Degree,3,1291,98,4,1,4,2534,6527,8,14,3,2,75,88,1,5,3,1,0,0,0
STAFF-1367,1367,No,Rarely,51,45 - 54,Current Employees,R&D,Technical Degree,Female,Manufacturing Director,Single,No,Y,1,1,11,Associates Degree,4,1405,82,2,4,2,13142,24439,3,16,3,2,65,35,0,29,2,5,2,0,3
STAFF-1368,1368,No,No,18,Under 25,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Single,No,Y,5,1,1,Bachelor's Degree,4,1124,97,3,1,4,1611,19305,1,15,3,3,70,38,0,0,4,0,0,0,0
STAFF-1369,1369,No,Rarely,35,35 - 44,Current Employees,R&D,Medical,Female,Laboratory Technician,Married,No,Y,0,1,1,Bachelor's Degree,4,817,60,2,2,4,5363,10846,0,12,3,2,65,79,1,10,3,9,7,0,0
STAFF-1371,1371,No,Frequently,27,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Single,No,Y,3,1,2,High School,4,793,43,1,2,4,5071,20392,3,20,4,2,70,57,0,8,3,6,2,0,0
STAFF-1372,1372,Yes,Rarely,55,Over 55,Ex-Employees,Sales,Marketing,Male,Sales Executive,Single,Yes,Y,2,0,13,Master's Degree,1,267,85,4,4,3,13695,9277,6,17,3,3,70,90,0,24,2,19,7,3,8
STAFF-1373,1373,No,Rarely,56,Over 55,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,Yes,Y,0,1,23,Bachelor's Degree,4,1369,68,3,4,2,13402,18235,4,12,3,1,70,74,1,33,3,19,16,15,9
STAFF-1374,1374,No,No,34,25 - 34,Current Employees,R&D,Technical Degree,Female,Research Scientist,Divorced,No,Y,2,1,26,High School,1,999,92,2,1,3,2029,15891,1,20,4,3,50,43,3,5,3,5,4,0,0
STAFF-1375,1375,No,Rarely,40,35 - 44,Current Employees,R&D,Medical,Female,Healthcare Representative,Divorced,No,Y,0,1,2,High School,2,1202,89,4,2,3,6377,13888,5,20,4,2,75,35,3,15,3,12,11,11,8
STAFF-1377,1377,No,Rarely,34,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,Y,1,1,29,Bachelor's Degree,2,285,86,3,2,3,5429,17491,4,13,3,1,55,77,2,10,3,8,7,7,7
STAFF-1379,1379,Yes,Frequently,31,25 - 34,Ex-Employees,Sales,Life Sciences,Female,Sales Representative,Single,No,Y,3,0,2,Bachelor's Degree,3,703,90,2,1,4,2785,11882,7,14,3,3,85,62,0,3,4,1,0,0,0
STAFF-1380,1380,Yes,Frequently,35,35 - 44,Ex-Employees,Sales,Marketing,Female,Sales Executive,Married,Yes,Y,0,0,18,Master's Degree,4,662,67,3,2,3,4614,23288,0,18,3,3,65,44,1,5,2,4,2,3,2
STAFF-1382,1382,No,Frequently,38,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,No,Y,2,1,7,Bachelor's Degree,4,693,57,4,1,3,2610,15748,1,11,3,4,70,51,3,4,3,4,2,0,3
STAFF-1383,1383,No,Rarely,34,25 - 34,Current Employees,R&D,Technical Degree,Female,Healthcare Representative,Single,No,Y,2,1,2,Master's Degree,3,404,98,3,2,4,6687,6163,1,11,3,4,75,88,0,14,4,14,11,4,11
STAFF-1387,1387,No,Rarely,28,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,Y,0,1,26,Bachelor's Degree,3,736,48,2,2,1,4724,24232,1,11,3,3,60,73,1,5,3,5,3,0,4
STAFF-1389,1389,Yes,Rarely,31,25 - 34,Ex-Employees,R&D,Medical,Male,Manufacturing Director,Married,Yes,Y,3,0,22,Master's Degree,4,330,98,3,2,3,6179,21057,1,15,3,4,80,66,2,10,2,10,2,6,7
STAFF-1390,1390,No,Rarely,39,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,Yes,Y,2,1,21,Master's Degree,1,1498,44,2,2,4,6120,3567,3,12,3,4,65,50,2,8,4,5,4,1,4
STAFF-1391,1391,No,Frequently,51,45 - 54,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,Y,5,1,2,Bachelor's Degree,2,541,52,3,3,2,10596,15395,2,11,3,2,80,45,0,14,3,4,2,3,2
STAFF-1392,1392,No,Frequently,41,35 - 44,Current Employees,R&D,Life Sciences,Female,Research Scientist,Divorced,Yes,Y,4,1,22,Bachelor's Degree,4,1200,75,3,2,4,5467,13953,3,14,3,1,70,87,2,12,2,6,2,3,3
STAFF-1394,1394,No,Rarely,37,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,Yes,Y,2,1,4,High School,3,1439,54,3,1,3,2996,5182,7,15,3,4,55,77,0,8,3,6,4,1,3
STAFF-1395,1395,No,Frequently,33,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,Y,2,1,5,High School,2,1111,61,3,2,4,9998,19293,6,13,3,1,60,85,0,8,4,5,4,1,2
STAFF-1396,1396,No,Rarely,32,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Married,Yes,Y,3,1,2,High School,3,499,36,3,2,2,4078,20497,0,13,3,1,65,82,3,4,2,3,2,1,2
STAFF-1397,1397,No,No,39,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,Y,2,1,25,Associates Degree,3,1485,71,3,3,3,10920,3449,3,21,4,2,70,48,1,13,3,6,4,0,5
